normalized_label,country_count,variable_count,countries,variables,examples
source for condoms private nursing care facility,1,1,Congo (Brazzaville),s351f,source for condoms: private nursing care facility
source for condoms private oth,1,2,Comores,s518i | sm413i,source for condoms-private oth
source for condoms private other,1,2,Lesoto,mv762as | v762as,source for condoms: (private) other
source for condoms private outreach clinic,1,2,Zimbábue,mv762an | v762an,source for condoms: private outreach clinic
source for condoms private outreach worker,1,1,Serra Leoa,v762an,Source for condoms: private outreach worker | source for condoms: private outreach worker
source for condoms private pf fisa center,1,1,Madagascar,mv762aq,source for condoms: private pf/fisa center
source for condoms private pha,1,2,Comores,s518h | sm413h,source for condoms-private pha
source for condoms private pharmacy,2,2,Camarões | Congo (Brazzaville),s351i | s518h,source for condoms - private pharmacy | source for condoms: private pharmacy
source for condoms private polyclinic,1,2,Ruanda,mv762aj | v762aj,source for condoms: private polyclinic
source for condoms private psi new start center,1,2,Lesoto,mv762ag | v762ag,source for condoms: (private) psi/new start center
source for condoms private red cross health center,1,2,Lesoto,mv762an | v762an,source for condoms: (private) red cross health center
source for condoms private religious hospital,1,1,Camarões,s518d,source for condoms - private religious hospital
source for condoms private shop,1,1,Moçambique,v762an,Source for condoms: private shop | source for condoms: private shop
source for condoms private specialised hospital,1,1,Tanzânia,v762aj,Source for condoms: private specialised hospital
source for condoms private support groups,1,2,Lesoto,mv762aq | v762aq,source for condoms: (private) support groups
source for condoms private village health worker,1,2,Lesoto,mv762ap | v762ap,source for condoms: (private) village health worker
source for condoms province district hospital,1,1,Ruanda,mv762ab,source for condoms: province/district hospital
source for condoms province general hospital,1,1,Moçambique,sm449b,source for condoms: province/general hospital
source for condoms provincial district hospital,1,2,Ruanda,mv762ab | v762ab,source for condoms: provincial / district hospital
source for condoms provincial general hospital,1,1,Moçambique,v762ac,source for condoms: provincial/general hospital
source for condoms provincial hospital,1,1,Moçambique,s525b,source for condoms: provincial hospital
source for condoms prvate cbda door to door,1,1,Malaui,v762an,source for condoms: prvate cbda/door to door
source for condoms publ military hospital garrison,1,1,Chade,v762ag,source for condoms: (publ.) military hospital/garrison
source for condoms publ pharmacy in hospital health cent,1,1,Chade,v762ai,source for condoms: (publ.) pharmacy in hospital/health cent
source for condoms publi,4,6,Benin | Gana | Namíbia | Quênia,mv762ag | mv762ah | mv762ai | v762ag | v762ah | v762ai,source for condoms: publi - na
source for condoms publi nald worker,1,2,Quênia,mv762ae | v762ae,source for condoms: publi - nald worker
source for condoms public,12,8,Burkina Faso | Camarões | Congo (República Democrática) | Costa do Marfim | Etiópia | Madagascar | Malaui | Moçambique | Nigéria | Ruanda | Zimbábue | Zâmbia,mv762ae | mv762ag | mv762ah | mv762ai | v762ae | v762ag | v762ah | v762ai,source for condoms: public -na | source for condoms: public-na
source for condoms public cbd worker,1,1,Tanzânia,v762ag,Source for condoms: public CBD worker
source for condoms public community based agent fieldworker,1,2,Zâmbia,mv762ae | v762ae,source for condoms: public community based agent/fieldworker
source for condoms public community pharmacy pharmacy com,1,1,Benin,v762ah,"source for condoms: public community pharmacy (""pharmacy com"
source for condoms public cs,19,6,Angola | Congo (Brazzaville) | Eswatini (Suazilândia) | Etiópia | Guiné | Lesoto | Libéria | Madagascar | Malaui | Mali | Namíbia | Nigéria | Níger | Quênia | Ruanda | Serra Leoa | São Tomé e Príncipe | Tanzânia | Zâmbia,mv762ag | mv762ah | mv762ai | v762ag | v762ah | v762ai,[na] source for condoms: public cs | na - na-source for condoms: public cs | na - source for condoms: public cs | na-source for condoms: public cs | source for condoms: public cs | source for condoms: public cs [n/a] | source for condoms: public cs {na}
source for condoms public cs agent de sante strat ava,1,1,Benin,mv762ai,source for condoms: public cs: agent de santé (strat. ava.)
source for condoms public cs cg poste de sante,1,2,Congo (Brazzaville),mv762ah | v762ah,source for condoms: public cs {cg: poste de sante}
source for condoms public cs disp maternity,1,1,Mali,v762ag,"source for condoms: public cs - disp, maternity"
source for condoms public cs dispensary maternity,1,1,Mali,mv762ag,source for condoms: public cs - dispensary/maternity
source for condoms public cs government health post,1,1,Zâmbia,v762ag,source for condoms: public cs - government health post
source for condoms public cs govt health clinic,1,2,Libéria,mv762ag | v762ah,source for condoms: public cs (govt health clinic)
source for condoms public cs govt health post,1,1,Zâmbia,mv762ag,source for condoms: public cs govt. health post
source for condoms public cs health post,4,2,Congo (Brazzaville) | Guiné | Níger | São Tomé e Príncipe,mv762ag | v762ag,source for condoms: public cs - health post | source for condoms: public cs health post
source for condoms public cs helath post,1,1,Guiné,v762ag,source for condoms: public cs- helath post
source for condoms public cs hsa,1,1,Malaui,v762ah,source for condoms: public cs hsa
source for condoms public cs maternity,1,1,Benin,mv762ag,source for condoms: public cs: maternity
source for condoms public cs nacp,1,2,Libéria,mv762ah | v762ag,source for condoms: public cs (nacp)
source for condoms public cs public health post,1,1,São Tomé e Príncipe,mv762ag,source for condoms: public cs - public health post
source for condoms public cs public pharmacy,1,1,Benin,mv762ah,source for condoms: public cs: public pharmacy
source for condoms public dispensary,2,2,Gabão | Tanzânia,mv762ae | v762ae,Source for condoms: public dispensary | source for condoms: public dispensary
source for condoms public district hospital,1,1,Tanzânia,v762ac,Source for condoms: public district hospital
source for condoms public door to door,1,1,Malaui,mv762ae,source for condoms: public door to door
source for condoms public family planning clinic,1,2,Lesoto,mv762ad | v762ad,source for condoms: (public) family planning clinic
source for condoms public field worker,28,6,Angola | Benin | Burkina Faso | Chade | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gana | Guiné | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | Ruanda | Senegal | Serra Leoa | São Tomé e Príncipe | Tanzânia | Zimbábue | Zâmbia,mv762ae | s545d | s545e | sm440d | v762ad | v762ae,[na] source for condoms: public field worker | na - source for condoms: public field worker | na-source for condoms: public field worker | source for condoms: public field worker | source for condoms: public field worker - na | source for condoms: public field worker -na | source for condoms: public field worker {na}
source for condoms public field worker agent de sante,1,2,Benin,mv762ae | v762ae,"source for condoms: public field worker (""agent de santé"") | source for condoms: public field worker (agent de santé)"
source for condoms public field worker cbd,1,1,Lesoto,mv762ae,source for condoms: public field worker (cbd)
source for condoms public fieldworker,3,3,Gâmbia | Nigéria | Serra Leoa,mv762ad | mv762ae | v762ad,Source for condoms: public fieldworker | na - source for condoms: public fieldworker | source for condoms: public fieldworker
source for condoms public gov health post outreach,1,1,Malaui,v762ag,source for condoms: public gov. health post/outreach
source for condoms public government health center,1,1,Lesoto,mv762ab,source for condoms: (public) government health center
source for condoms public government health post,1,1,Lesoto,mv762ac,source for condoms: (public) government health post
source for condoms public govt dispensary,1,1,Quênia,v762ag,source for condoms: public govt dispensary
source for condoms public govt health center,1,1,Lesoto,v762ab,source for condoms: (public) govt. health center
source for condoms public govt health post,1,1,Lesoto,v762ac,source for condoms: (public) govt. health post
source for condoms public hc,1,2,Comores,s518b | sm413b,source for condoms-public hc
source for condoms public health center level i cs,1,1,Madagascar,mv762ah,source for condoms: public health center level i (cs)
source for condoms public health centre,1,1,Tanzânia,v762ad,Source for condoms: public health centre
source for condoms public health hut,1,2,Gabão,mv762af | v762af,source for condoms: public health hut
source for condoms public health worker agent de sante s,1,1,Benin,v762ai,"source for condoms: public health worker (""agent de santé, s"
source for condoms public hosp,1,2,Comores,s518a | sm413a,source for condoms-public hosp
source for condoms public hospital,1,1,Camarões,s518a,source for condoms - public hospital
source for condoms public hospital health center pharmacy,1,2,Gabão,mv762ah | v762ah,source for condoms: public hospital/health center pharmacy
source for condoms public hospital level ii cs,1,1,Madagascar,mv762ag,source for condoms: public hospital level ii (cs)
source for condoms public hp,1,2,Comores,s518c | sm413c,source for condoms-public hp
source for condoms public hsa,1,1,Malaui,mv762ah,source for condoms: public hsa
source for condoms public maternity center maternite,1,1,Benin,v762ag,"source for condoms: public maternity center (""maternité"")"
source for condoms public mobile clinic,3,2,Malaui | Nigéria | Serra Leoa,mv762ad | v762ad,Source for condoms: public mobile clinic | na - source for condoms: public mobile clinic | source for condoms: public mobile clinic
source for condoms public mobile hospital clinic,1,2,Zâmbia,mv762ac | v762ac,source for condoms: public mobile hospital/clinic
source for condoms public othe,1,2,Comores,s518d | sm413d,source for condoms-public othe
source for condoms public outreach worker,1,1,Serra Leoa,v762ae,Source for condoms: public outreach worker | source for condoms: public outreach worker
source for condoms public pharmacy,1,3,Moçambique,mv762ae | v762af | v762ag,Source for condoms: public pharmacy | source for condoms: public pharmacy
source for condoms public public sector,1,1,Togo,v762ag,source for condoms: public public sector
source for condoms public referral spec hospital,1,1,Tanzânia,v762aa,Source for condoms: public referral/spec. hospital
source for condoms public regional hospital,1,1,Tanzânia,v762ab,Source for condoms: public regional hospital
source for condoms public toilet,1,4,Zimbábue,s730bv | s730ev | sm307cv | sm307gv,source for condoms: public toilet
source for condoms public toilet workplace see also s730bv s730bx,1,2,Zimbábue,mv762au | v762au,"source for condoms: public toilet, workplace (see also s730bv,s730bx)"
source for condoms public village health post worker,1,1,Tanzânia,v762af,Source for condoms: public village health post (worker)
source for condoms referal hospital,1,2,Ruanda,mv762aa | v762aa,source for condoms: referal hospital
source for condoms reference health centre csref,1,2,Mali,mv762ac | v762ac,"source for condoms: reference health centre (""csref"")"
source for condoms referral hospital cs,1,1,Ruanda,mv762ag,source for condoms: referral hospital (cs)
source for condoms regional consultant hospital,1,1,Tanzânia,v762aa,source for condoms: regional consultant hospital
source for condoms regional hospital,2,2,Mali | Tanzânia,s545b | v762af,source for condoms: regional hospital
source for condoms relatives friends,2,4,Congo (Brazzaville) | Senegal,mv762au | mv762bu | s351o | v762au,NA - Source for condoms: relatives/friends | Source for condoms: relatives/friends | source for condoms: relatives/friends
source for condoms religious dispensary,2,4,Senegal | Tanzânia,mv762am | mv762bm | v762am | v762ar,NA - Source for condoms: religious dispensary | Source for condoms: religious dispensary | source for condoms: religious dispensary
source for condoms religious district hospital,1,1,Tanzânia,v762ap,Source for condoms: religious district hospital | source for condoms: religious district hospital
source for condoms religious health centre,1,1,Tanzânia,v762aq,Source for condoms: religious health centre | source for condoms: religious health centre
source for condoms religious hospital,1,4,Benin,mv762am | mv762ap | v762am | v762ap,Source for condoms: Religious Hospital | source for condoms: religious hospital
source for condoms religious institution,6,6,Burkina Faso | Burundi | Chade | Costa do Marfim | Níger | Togo,mv762as | mv762at | mv762au | v762as | v762at | v762au,Source for condoms: religious institution | source for condoms: religious institution
source for condoms religious referral hospital,1,1,Tanzânia,v762ao,source for condoms: religious referral hospital
source for condoms religious referral spec hospital,1,1,Tanzânia,v762ao,Source for condoms: religious referral/spec. hospital
source for condoms religious voluntary dispensary,1,2,Tanzânia,s642k | sm311k,Source for condoms: religious/voluntary dispensary | source for condoms: religious/voluntary dispensary
source for condoms religious voluntary district hospital,1,2,Tanzânia,s642i | sm311i,Source for condoms: religious/voluntary district hospital | source for condoms: religious/voluntary district hospital
source for condoms religious voluntary health center,1,2,Tanzânia,s642j | sm311j,Source for condoms: religious/voluntary health center | source for condoms: religious/voluntary health center
source for condoms religious voluntary referral spec hospital,1,2,Tanzânia,s642h | sm311h,Source for condoms: religious/voluntary referral/spec. hospital | source for condoms: religious/voluntary referral/spec. hospital
source for condoms rescuer,1,2,Chade,mv762au | v762au,source for condoms: rescuer
source for condoms road kiosk,1,2,Níger,mv762an | v762am,Source for condoms: road kiosk | source for condoms: road kiosk
source for condoms rural health center cs,1,3,Zimbábue,mv762ag | v762ag | v762bg,source for condoms: rural health center (cs)
source for condoms rural health centre,1,2,Zimbábue,mv762ab | v762ab,source for condoms: rural health centre
source for condoms rural hospital,1,5,Moçambique,mv762ac | s525c | sm449c | v762ac | v762ad,Source for condoms: rural hospital | source for condoms: rural hospital
source for condoms rural maternity,1,1,Senegal,mv762ae,source for condoms: rural maternity
source for condoms rural maternity clinic,1,1,Senegal,mv762ae,source for condoms: rural maternity clinic
source for condoms rural maternity clinic or health house,1,2,Senegal,mv762ah | v762ah,source for condoms: rural maternity clinic or health house (
source for condoms school,5,7,Benin | Moçambique | Namíbia | Tanzânia | Zâmbia,mv762ap | mv762av | v762ap | v762as | v762au | v762av | v762aw,Source for condoms: school | source for condoms: school
source for condoms school cs,2,3,Senegal | Tanzânia,mv762aw | v762av | v762aw,source for condoms: school (cs)
source for condoms service station,1,4,Zimbábue,s730br | s730er | sm307cr | sm307gr,source for condoms: service station
source for condoms service station church friend relative or street vendor,1,2,Zimbábue,mv762aw | v762aw,"source for condoms: service station, church, friend /relative, or street vendor "
source for condoms service station cs,1,4,Zimbábue,mv762av | mv762bv | v762av | v762bv,source for condoms: service station (cs)
source for condoms shop,33,15,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | Ruanda | Senegal | Serra Leoa | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia,mv762ar | mv762as | mv762at | mv762av | mv762bs | s518j | s545l | sm413j | sm414g | sm440l | v762an | v762ar | v762as | v762at | v762av,NA - Source for condoms: shop | Source for condoms: Shop | Source for condoms: shop | na - source for condoms: shop | source for condoms :  shop | source for condoms-shop | source for condoms: shop | source for condoms: shop   -na
source for condoms shop bar hotel grocery,1,2,Etiópia,mv762at | v762at,source for condoms: shop/bar/hotel/grocery
source for condoms shop bar lodge restaurant,1,1,Quênia,v762as,source for condoms: shop/ bar/ lodge/ restaurant
source for condoms shop bar market,1,2,Chade,mv762at | v762at,source for condoms: shop/bar/market
source for condoms shop bar restaurant lodge,1,1,Quênia,mv762as,source for condoms: shop/ bar/ restaurant/ lodge
source for condoms shop boutique marche,1,1,Benin,mv762as,source for condoms: shop (boutique / marché)
source for condoms shop kiosk,1,2,Tanzânia,v762as | v762av,Source for condoms: shop/kiosk | source for condoms: shop / kiosk
source for condoms shop market,4,5,Benin | Comores | Congo (Brazzaville) | Gana,mv762as | mv762at | s351m | v762as | v762at,Source for condoms: Shop/market | Source for condoms: shop/market | source for condoms: shop/market
source for condoms shop or boutique,1,1,Camarões,s518j,source for condoms - shop or boutique
source for condoms specific youngsters services,1,1,Moçambique,sm449v,source for condoms: specific youngsters services
source for condoms spiritual medical center,1,1,Congo (Brazzaville),s351k,source for condoms: spiritual medical center
source for condoms spiritual medical centre cg,1,1,Congo (Brazzaville),s545k,source for condoms: spiritual medical centre {cg:}
source for condoms store,1,1,Moçambique,mv762at,Source for condoms: store
source for condoms strategie avancee equipe mobile,1,1,Senegal,mv762ah,source for condoms: stratégie avancée/équipe mobile
source for condoms street seller,2,3,Chade | Mali,mv762av | s545o | v762av,source for condoms: street seller
source for condoms street seller pharmacy on the ground,1,2,Congo (Brazzaville),mv762as | v762as,source for condoms: street seller / pharmacy on the ground
source for condoms street vendor,3,8,Mali | Níger | Zimbábue,mv762au | s545o | s730bw | s730ew | sm307cw | sm307gw | sm440o | v762au,source for condoms: street vendor
source for condoms supermarket,1,2,Zimbábue,s649p | sm456o,source for condoms: supermarket
source for condoms supermarket tuck shop,1,2,Zimbábue,mv762at | v762at,source for condoms:supermarket / tuck shop
source for condoms support group cs,1,1,Lesoto,v762aw,source for condoms: support group-cs
source for condoms support groups cs,1,4,Lesoto,mv762av | mv762aw | v762av | v762bv,source for condoms: support groups (cs)
source for condoms table holder,1,2,Congo (República Democrática),mv762av | v762av,source for condoms: table holder
source for condoms table shop,1,1,Guiné,s545o,source for condoms: table shop
source for condoms tba,1,1,Namíbia,v762av,source for condoms: tba
source for condoms tent,1,1,Moçambique,mv762au,Source for condoms: tent
source for condoms tent barraca,1,1,Moçambique,v762aq,Source for condoms: tent (barraca) | source for condoms: tent (barraca)
source for condoms trad heale,1,2,Comores,s518k | sm413k,source for condoms-trad. heale
source for condoms tradi therapeute cg,1,2,Congo (Brazzaville),s545j | sm345j,source for condoms: tradi-therapeute {cg:}
source for condoms traditional birth attendant,2,3,Namíbia | Ruanda,mv762at | mv762av | v762at,source for condoms: traditional birth attendant
source for condoms traditional healer,7,9,Burkina Faso | Congo (Brazzaville) | Mali | Moçambique | Namíbia | Ruanda | Senegal,mv762ar | mv762at | mv762av | mv762aw | s351j | sm414j | v762at | v762av | v762aw,Source for condoms: traditional healer | na - source for condoms: traditional healer | source for condoms :  traditional healer | source for condoms: traditional healer
source for condoms tuck shop,1,2,Zimbábue,s649q | sm456p,source for condoms: tuck shop
source for condoms umati,1,1,Tanzânia,v762am,source for condoms: umati
source for condoms umati cs,1,1,Tanzânia,v762aq,source for condoms: umati (cs)
source for condoms urban medical center,1,2,Comores,mv762ac | v762ad,Source for condoms: urban medical center | source for condoms: urban medical center
source for condoms vbc agent,1,2,Madagascar,mv762av | v762av,source for condoms: vbc agent
source for condoms vchw,1,2,Etiópia,mv762ao | v762ao,source for condoms: vchw
source for condoms vct center,1,4,Tanzânia,mv762aq | s642q | sm311q | sm315q,Source for condoms: VCT Center | source for condoms: vct center
source for condoms vct centre,1,2,Tanzânia,v762au | v762aw,Source for condoms: VCT centre | source for condoms: vct centre
source for condoms vendeur ambulant pharmacie par terre cg,1,1,Congo (Brazzaville),sm345l,source for condoms: vendeur ambulant/pharmacie par terre {cg
source for condoms vending machine,1,2,Gabão,mv762av | v762av,source for condoms: vending machine
source for condoms village health post,1,2,Tanzânia,mv762af | v762ae,source for condoms: village health post
source for condoms village health post mobile clinic,1,1,Tanzânia,v762ad,source for condoms: village health post (mobile clinic)
source for condoms village health post worker,1,1,Tanzânia,v762ae,source for condoms: village health post/worker
source for condoms village health worker,1,2,Zimbábue,mv762af | v762af,source for condoms: village health worker
source for condoms village pharmacy health center,1,2,Chade,mv762ag | v762ag,source for condoms: village pharmacy/ health center
source for condoms village pharmacy health centre,1,1,Chade,mv762aw,source for condoms: village' pharmacy/health centre
source for condoms work pl,1,1,Zâmbia,mv762aq,source for condoms: work pl-na
source for condoms work place,1,1,Tanzânia,v762av,source for condoms: work place
source for condoms work place cs,1,1,Tanzânia,v762ar,source for condoms: work place (cs)
source for condoms workplace,1,4,Zimbábue,s730bx | s730ex | sm307cx | sm307gx,source for condoms: workplace
source for condoms workplace school,1,1,Quênia,mv762at,source for condoms: workplace/school
source for condoms youngsters specific services,1,1,Moçambique,s525s,source for condoms: youngsters specific services
source for condoms youth center,1,3,Ruanda,mv762ag | mv762av | v762ag,source for condoms: youth center
source for condoms youth drop in center,1,2,Malaui,mv762av | v762av,source for condoms: youth drop-in center
source for condoms znfpc cbd depot holder,1,2,Zimbábue,mv762ae | v762ae,source for condoms: znfpc cbd / depot holder
source for condoms znfpc cbd depot holder cs,1,4,Zimbábue,mv762ah | mv762bh | v762ah | v762bh,source for condoms: znfpc cbd/depot holder(cs)
source for condoms znfpc clinic,1,2,Zimbábue,mv762ad | v762ad,source for condoms: znfpc clinic
source for current method when started,1,1,Lesoto,s315,source for current method when started
source for current method when started includes rhythm,1,1,Ruanda,s315,source for current method when started (includes rhythm)
source for family planning non users kiosk,1,1,Camarões,s330l,source for family planning - non users - kiosk
source for family planning non users shop,1,1,Camarões,s330j,source for family planning - non users - shop
source for family planning poster,1,1,Camarões,s617d,source for family planning - poster
source for female condoms,18,50,Benin | Burkina Faso | Camarões | Congo (República Democrática) | Costa do Marfim | Etiópia | Gana | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Quênia | Ruanda | Senegal | Zimbábue | Zâmbia,mv762ba | mv762bb | mv762bc | mv762bd | mv762be | mv762bf | mv762bg | mv762bh | mv762bi | mv762bj | mv762bk | mv762bl | mv762bm | mv762bn | mv762bo | mv762bp | mv762bq | mv762br | mv762bs | mv762bt | mv762bu | mv762bv | mv762bw | mv762bx | mv762bz | v762ba | v762bb | v762bc | v762bd | v762be | v762bf | v762bg | v762bh | v762bi | v762bj | v762bk | v762bl | v762bm | v762bn | v762bo | v762bp | v762bq | v762br | v762bs | v762bt | v762bu | v762bv | v762bw | v762bx | v762bz,source for female condoms - na | source for female condoms: -na | source for female condoms:-na
source for female condoms amasot,1,2,Chade,mv762bq | v762bq,source for female condoms: amasot
source for female condoms anbef centre,1,1,Níger,v762bn,Source for female condoms: ANBEF centre | source for female condoms: anbef centre
source for female condoms anbef clinic centre,1,1,Níger,mv762bm,Source for female condoms: ANBEF clinic/centre
source for female condoms anti aids club association,1,2,Etiópia,mv762br | v762br,source for female condoms: anti-aids club/association | source for female condoms: anti/aids club/association
source for female condoms ascobef,1,2,Comores,mv762bg | v762bg,Source for female condoms: ASCOBEF | source for female condoms: ascobef
source for female condoms astbef,1,2,Chade,mv762bm | v762bm,source for female condoms: astbef
source for female condoms bar,2,4,Senegal | Tanzânia,mv762bv | s645s | v762bv | v762bw,Source for female condoms: Bar | Source for female condoms: bar | source for female condoms: bar
source for female condoms bar buvette,1,2,Benin,mv762bv | v762bv,"Source for female condoms: Bar, buvette | source for female condoms: bar, buvette"
source for female condoms bar hotel,1,2,Zâmbia,mv762bw | v762bw,"source for female condoms: bar, hotel"
source for female condoms bar night club,2,3,Congo (Brazzaville) | Congo (República Democrática),mv762bt | v762bt | v762bu,source for female condoms: bar/night club
source for female condoms bar nightclub,1,2,Mali,mv762bs | v762bs,"source for female condoms: bar, nightclub"
source for female condoms blm,1,3,Malaui,s645q | sm313q | v762bv,source for female condoms: blm
source for female condoms bottle store bar,1,2,Zimbábue,mv762bv | v762bv,source for female condoms: bottle store / bar
source for female condoms case de sante,1,1,Senegal,mv762bf,source for female condoms: case de santé
source for female condoms cbd,1,2,Zimbábue,mv762bm | v762bm,source for female condoms: cbd
source for female condoms cbd community based distributor,1,1,Quênia,v762bw,source for female condoms: cbd (community based distributor)
source for female condoms cbd cs,1,1,Lesoto,mv762bn,source for female condoms: cbd (cs)
source for female condoms cbd worker,1,2,Tanzânia,mv762be | v762be,source for female condoms: cbd worker
source for female condoms chal health centre cs ngo,1,1,Lesoto,mv762bq,source for female condoms: chal health centre (cs-ngo)
source for female condoms chal health ctr cs priv,1,1,Lesoto,v762bq,source for female condoms: chal health ctr [cs priv]
source for female condoms chal health post cs ngo,1,1,Lesoto,mv762br,source for female condoms: chal health post (cs-ngo)
source for female condoms chal hospital cs ngo,1,1,Lesoto,mv762bp,source for female condoms: chal hospital (cs-ngo)
source for female condoms chal hospital cs priv,1,1,Lesoto,v762bp,source for female condoms: chal hospital [cs priv]
source for female condoms chemical drug store,1,2,Gana,mv762bm | v762bm,source for female condoms: chemical/drug store
source for female condoms chemist pms,1,2,Nigéria,mv762bm | v762bm,Source for female condoms: chemist/ PMS | source for female condoms: chemist/ pms
source for female condoms chemist pms cs,1,1,Nigéria,v762bp,source for female condoms: chemist/ pms [cs]
source for female condoms chr,1,2,Níger,mv762bc | v762bb,Source for female condoms: CHR | source for female condoms: chr
source for female condoms church,27,3,Angola | Benin | Burkina Faso | Chade | Congo (Brazzaville) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gana | Guiné | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | Ruanda | Senegal | Serra Leoa | São Tomé e Príncipe | Tanzânia | Zimbábue | Zâmbia,mv762bt | mv762bu | v762bt,Source for female condoms: church | [na] source for female condoms: church | na - source for female condoms: church | na - source for female condoms: na-church | na-source for female condoms: church | source for female condoms: church | source for female condoms: church - na | source for female condoms: church -na
source for female condoms church mosque,1,2,Benin,mv762bt | v762bt,"Source for female condoms: Church, mosque | source for female condoms: church, mosque"
source for female condoms comm health worker private,1,1,Lesoto,v762bn,"source for female condoms: comm health worker, private"
source for female condoms comm health worker public,1,1,Lesoto,v762be,"source for female condoms: comm health worker, public"
source for female condoms community based agent fieldworker,1,1,Zâmbia,v762bn,source for female condoms: community based agent/fieldworker
source for female condoms community based distributor,1,3,Quênia,mv762bu | v762bt | v762bw,source for female condoms: community based distributor | source for female condoms: community-based distributor
source for female condoms community health center,1,2,Comores,mv762be | v762be,Source for female condoms: community health center | source for female condoms: community health center
source for female condoms community health center cscom,1,2,Mali,mv762be | v762be,"source for female condoms: community health center (""cscom"")"
source for female condoms community health clinic salle de soin,1,2,Mali,mv762bm | v762bm,"source for female condoms: community health clinic (""salle de soin"")"
source for female condoms community health worker,2,3,Quênia | Ruanda,mv762bf | v762bf | v762bu,source for female condoms: community health worker
source for female condoms community health worker adbc,1,2,Mali,mv762bn | v762bn,"source for female condoms: community health worker (""adbc"")"
source for female condoms community health worker chw,1,1,Quênia,mv762bv,source for female condoms: community-health worker/chw
source for female condoms community health worker cs,1,1,Lesoto,mv762bs,source for female condoms: community health worker (cs)
source for female condoms community pharmacy,1,2,Senegal,mv762bg | v762bg,Source for female condoms: community pharmacy | source for female condoms: community pharmacy
source for female condoms community relay,2,3,Congo (República Democrática) | Níger,mv762be | mv762bw | v762be,Source for female condoms: community relay | source for female condoms: community relay
source for female condoms community volunteer,1,2,Gana,mv762bu | v762bu,source for female condoms: community volunteer
source for female condoms corporate health center,1,2,Chade,mv762bo | v762bo,source for female condoms: corporate health center
source for female condoms cs,22,4,Angola | Benin | Chade | Congo (Brazzaville) | Eswatini (Suazilândia) | Etiópia | Guiné | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Nigéria | Níger | Quênia | Ruanda | Senegal | Serra Leoa | São Tomé e Príncipe | Tanzânia | Zâmbia,mv762bv | mv762bw | v762bv | v762bw,[na] source for female condoms: [cs] | [na] source for female condoms: cs | na - source for female condoms: cs | na-source for female condoms: cs | source for female condoms: cs | source for female condoms: cs - na | source for female condoms: cs -na | source for female condoms: cs {na}
source for female condoms cs mission clinic,1,1,Eswatini (Suazilândia),mv762bh,source for female condoms: cs mission clinic
source for female condoms cs mission hospital,1,1,Eswatini (Suazilândia),mv762bg,source for female condoms: cs mission hospital
source for female condoms cs ngo flas,1,1,Eswatini (Suazilândia),mv762bp,source for female condoms: cs ngo flas
source for female condoms cs night club,1,1,Guiné,mv762bv,source for female condoms: cs - night club
source for female condoms cs other,28,10,Angola | Benin | Burkina Faso | Burundi | Camarões | Comores | Congo (Brazzaville) | Costa do Marfim | Etiópia | Gabão | Gana | Guiné | Gâmbia | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Ruanda | Senegal | Serra Leoa | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul,mv762bs | mv762bt | mv762bu | mv762bv | mv762bw | v762bs | v762bt | v762bu | v762bv | v762bw,NA - Source for female condoms: CS other | NA-Source for female condoms: CS other | Source for female condoms: CS other | na - source for female condoms: cs other | na -source for female condoms: cs other | na- source for female condoms: cs other | na-source for female condoms: cs other | source for female condoms: cs other
source for female condoms cs other mission,1,1,Eswatini (Suazilândia),mv762bi,source for female condoms: cs other mission
source for female condoms cs other ngo s,1,1,Eswatini (Suazilândia),mv762bq,source for female condoms: cs other ngo's
source for female condoms cs private,31,12,Angola | Benin | Burkina Faso | Burundi | Camarões | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Etiópia | Gabão | Gana | Guiné | Gâmbia | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | Ruanda | Senegal | Serra Leoa | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul,mv762bm | mv762bn | mv762bo | mv762bp | mv762bq | mv762br | v762bm | v762bn | v762bo | v762bp | v762bq | v762br,NA - Source for female condoms: CS private | NA-Source for female condoms: CS private | Source for female condoms: CS private | na - source for female condoms: cs private | na -source for female condoms: cs private | na- source for female condoms: cs private | na-source for female condoms: cs private | source for female condoms: cs private
